秋日即事诗三章送元辅张罗山（恭录一章）（明·世宗肃皇帝）　　七言绝句　押阳韵	拂暑金风动衮裳，满天商吹动新凉。农家万宝收成后，十里遥闻禾黍香。
飨（明·世宗肃皇帝）	太庙礼成，赐张元辅。戊子新正吉，春享祖庙亲。祀事欣已成，肃驾回宫宸。登辇偶一顾，舆南一辅臣。貌奇真才杰，形端气志伸。外焉秉贞一，内则抱忠纯。诚正辅吾躬，清白饬乃身。予喜荷天眷，赍贤作邦仁。庶几皋夔辈，望以康斯民。
