玉泉池观鱼（明·邹德基）　　七言绝句	双双戏狎若游空，头腹难分蛟与龙。莫道一泓无活计，随身风雨在池中。
自题画（明·邹德基）	野鹤如人长，凌风理毛羽。独立秋水凉，人来忽飞去。山空树亦疏，风月谁为伴。得个幽人居，白云共舒卷。
