黔归忆上真院月窗玉丹二羽士并示其弟子（明·何大成）　　七言绝句　押真韵	踏遍三湖五岭春，归来还剩一闲身。舍旁亦有无尘地，竹𧚯松枯换主人。
荒园（明·何大成）　　押东韵	夭桃秾李太匆匆，尚迟清阴百尺桐。门外草齐新涨绿，阶前花落正翻红。旋泥粉壁矜新句，乍卷疏帘待好风。此日衰翁有奇事，来朝酹酒祝牛宫。
