水荇（明·彭绍贤）　　七言绝句　押阳韵	泉分石窦泻珠光，坐挹矶边水荇香。何处歌声最幽窕，临流那复羡沧浪。
浣溪沙 途次有感（明·彭绍贤）	晓发离亭春日迟，暖风阵阵弄游丝。嫩黄吹上去年枝。别恨陡随芳草远，归心先被杜鹃知。落花无赖点征衣。
