蕉萱仕女（明·唐庠）　　七言绝句　押麻韵	罗袜生香踏软沙，钗横玉燕鬓松鸦。春心正似芭蕉卷，羞见宜男并蒂花。
小景（明·唐庠）　　七言绝句　押先韵	落日青山凝紫烟，秋风残叶雁来天。五湖多少玻璃水，处处堪留载鹤船。
