吴江舟中（明·张文介）　　五言绝句　押有韵	向夕问舟人，吴江将至否？须傍微月中，系船好沽酒。
醉醒口号（明·张文介）　　五言绝句	夜分醉微醒，山楼半衔月。闺人犹未眠，月底看蚕叶。
