代柬邓顺之（明·张钥）　　五言绝句　押鱼韵	自君之出矣，促帚扫庭除。除除尘断染，何日储君车。
定准辰香（明·张钥）　　五言绝句	春日入郊墟，孤村隐烟树。犬吠买茶人，路迷争渡去①。
