閒泛（明·释大遂）　　五言绝句　押删韵	无事亦波间，孤舟觉自閒。树边春雾敛，尖露几重山。
画梅（明·释大遂）　　七言绝句　押支韵	古干横斜意自奇，半开半蕊亦相宜。寒时悔不前村觅，知是溪桥第几枝。
