寄洛阳李五秀才（明·赵纲）　　五言绝句　押灰韵	未得吴公荐，空怜贾谊才。年年三月里，相忆看花来。
西郊（明·赵纲）　　五言绝句　押陌韵	山关启翠微，霜钟自晨夕。花里一僧来，泠泠振金策。
