古灶遗丹（明·陈羔）　　七言绝句　押齐韵	江清树绿鸟频啼，仙子丹成鼎未迷。云母自馀怜俗客，欲从勾漏借刀圭。
金滩跃鲤（明·陈羔）　　七言绝句　押微韵	百尺寒潭傍钓矶，滩边双鲤弄晴晖。龙门三月烟波阔，取次桃花浪里飞①。
