避雨山寺（明·汪生民）　　五言绝句　押真韵	偶逐荷锄入，松关犬吠频。山僧买药去，风雨自留人。
芙蓉山居（明·汪生民）	孟夏林木茂，绿荫吾庐繁。石床枕道书，独卧尽日闲。仙源最深处，无人扣柴关。梦中见羲皇，乃笑尘世颜。微风吹梦觉，正见白云还。
