送赵将军（元末明初·陈有定）　　五言绝句	纵横薄海内，不怆别离颜。几载飘零意，秋风一剑寒。
被收作（元末明初·陈有定）　　五言绝句　押侵韵	失势非人事，重围戟似林。乾坤今已老，不死旧臣心。
