天上谣（明·詹斗文）　　七言绝句　押元韵	千尺仙台冰玉轩，云中鸡犬寂无喧。桂花浑白如人世，露湿霓裳冷不翻。
寄张淑（明·詹斗文）　　七言绝句　押麻韵	艳舞娇歌张淑家，相思相隔海东涯。齐王城下寻常见，笑折杨枝雪白花。
