胡冬官梅花图（明·邵圭）　　七言绝句　押支韵	江南江北霏霏雨，渔榜渔罾短短篱。斜出一枝青鸟外，东风掩映水仙祠。
马斗虎（明·邵圭）	天门名马真龙媒，万里新自流沙来。先皇知尔才磊落，放入虎圈与虎抟。霜蹄蹴踏虎即毙，英风飒爽来天际。当时观者应叹嗟，唐家岂有拳毛蘖。
