紫骝马四解（明·汪淮）　　五言绝句　押马韵	谁家白面郎，跨下紫骝马。䟤跋踏落花，骄嘶绿杨下。
紫骝马四解 其二（明·汪淮）　　押先韵	黄金络马首，白玉作马鞭。盘旋不肯去，墙外看秋千。
