感遇（明·康秀才）　　七言绝句　押支韵	燕子楼中人去时，落花飞絮系相思。阑干独倚看明月，肠断春风知不知？
无题（明·康秀才）　　七言绝句　押虞韵	笑看海云初起处，吾家隐隐碧天隅。何时跨鹤随风去，同与仙人坐白榆。
