倪云林画（明·卞同）　　五言绝句	云开见山高，木落知风劲。亭下不逢人，斜阳淡秋影。
题燕龙图楚江秋晓卷（明·卞同）　　押筱韵	初月澹微茫，猿啼楚江晓。恬风展波镜，千里泻弥渺。起语船上人，惊飞岸边鸟。行装乱填委，徒御争纷扰。川后弭安流，天吴沕深窈。阴霾敛遥翳，目断秋旻杳。响枻节歌长，翔帆逗风小。人生等萍寄，奔涉何时了。旅思协悲端，羁情重忧悄。忠沉不可见，水吊鸣寒筱。回首噭湘累，苍山乱云绕。
