墨竹（明·卓敬）　　七言绝句　押歌韵	洞庭木落水生波，月入斜窗露气多。虞帝不归秋自晚，满江烟雨泣湘娥。
栽梅（射洪谢东山云："末句乃宋人翰镏诗。"）（明·卓敬）　　七言绝句　押麻韵	风流东阁题诗客，潇洒西湖处士家。雪冷江深无梦到，自锄明月种梅花。
