元旦述怀（近现代·徐补堂）　　七言绝句　押真韵	为祝东风扫战尘，一年容易一年春。数声爆竹家千里，长作他乡献岁人。
重阳自遣二首（近现代·徐补堂）　　七言绝句　押先韵	重阳何物饶佳兴，花总新年胜旧年。客里不知秋易老，桂花看到菊花天。
