秋日忆故园旧游（近现代·李醉芳）　　七言绝句　押尤韵	烟霞疾引客中愁，犹忆相携作壮游。今日思量唯有泪，存心布满故园秋。
忆东大池（近现代·李醉芳）　　七言绝句　押侵韵	黄花一径绿阴深，香雾濛濛罨晚林。梦里难忘池水好，烟波荡漾美人心。
