早发伊吾（近现代·王子钝）　　七言绝句　押阳韵	伊吾虽好是他乡，破晓驱车下大荒。惟有诗心放不得，昔年兵燹民流亡。
战沁城（近现代·王子钝）	战沁城，城为堡，抛头颅，涂肝脑。镇日血雨起腥风，新鬼旧鬼哭苍昊。骨堆积兮魂走，血液流兮肉朽。士卒丧元，将军饮酒。将军金屋已藏娇，又在伊吾选佳偶。佳偶启将军：“生为主妇，死封夫人，否则休肤受”。将军笑，惟命从。一时飞觞列宴尽情乐，谁问沙场野哭声。
