题梅竹双清图（近现代·陶博吾）　　五言绝句　押庚韵	郁勃梅花瘦，萧疏竹影横。沧桑谁不老，千古只双清。
题鹰石图（近现代·陶博吾）　　七言绝句　押寒韵	岁晚惟依怪石顽，自怜毛羽日摧残。年来历尽风霜苦，欲再淩空知已难。
