石花林杂咏 天心楼（近现代·杨云史）　　五言绝句　押真韵	湖光如几席，山翠静微尘。不敢高声语，恐惊上界人。
忆常熟（近现代·杨云史）	故乡奇胜甲天下，拳石撮土无痴顽。南寻丘壑不如意，益思吴越深长叹。近时边瘴皆乐土，一念家山清泪潸。自嗟衰病筋力软，当前峰壑愁跻攀。山灵笑我不深入，空抱琐骨呜珊珊。
