七夕连句诗（南北朝·颜测）　　押阳韵	云扃息游彩，汉渚起遥光（○《初学记》四）。
九日坐北湖联句诗（南北朝·颜测）　　押寒韵	亭席敛徂蕙，澄酒泛初兰（○《初学记》四）。
