伍子胥（南北朝·鲍几）　　押真韵	忠孝诚无报，感义本投身。日暮江波急，谁怜渔丈人。楚墓悲犹在，吴门恨未申①。
释奠应诏为王皦作诗（南北朝·鲍几）　　押真韵	伊昔列圣，表训成均。德隆诏彻，义重师臣。礼有损益，道有相因。蝉联遐代，庵暧遗尘。三代异教，五运殊时。则天启圣，纽地开基。揖让丕显，熙载畴咨。综核名实，文德来思。水积涓流，山资累■（虫匮）。礼实立身，学乃成器。师师阙里，济济洙泗。西玦献珍，南翚程贽。于铄上嗣，夙昭懋则。正位则离，迈心泉塞。兽门让齿，龙楼观德。□□□□，是资监国。尊师荐德，明祀告虔。幕人掌握，司几奉筵。堂灌玉瓒，庭奏朱弦。义高夏策，礼盛姬篇。大飨既周，德馨惟楙。殊方知礼，声教日富。陆离簪笏，徘徊舞袖。楚楚儒衣，莘莘国胄。曲成罔隔，容光无已。合符出守，通籍入仕。空列周行，恩非望始。徒怀十驾，终谢千里①。
