雪诗（南北朝·任豫）　　押豪韵	寒鸢响云啸，悲鸿哀夜号。箕飙振地作，毕阴骇曾高①。
夏潦省宅诗（南北朝·任豫）	风棹出天街，星言指沈室。顿楫俄毁垣，恻然悼穷陌。春为发大道，夏为溆潮拆。贵者陋怀居，鄙人安朝夕。生长数十载，幸佑见衰白。堂遗孤孩音，庭馀笄龀迹。入似聚族慰，出为里仁惜①。
