楚妃叹（南北朝·袁伯文）　　押阳韵	玉墀滴凄露，罗幌已依霜。逢春每先绝，争秋欲几芳①。
述山贫诗（南北朝·袁伯文）　　押尤韵	佣涤倦闾闬，耕牧惫松丘。制荷依露壑，搴若逗霜洲。鬓垂惊年素，肤耗盈带忧。幸有深栖性，幽山可以留①。
