棹歌行（南北朝·王籍）　　押养韵	扬舲横大江，乘流任荡荡。轻桡暮不息，复逐夜潮上。时见湘水仙，恒闻解佩响①。
入若邪溪诗（南北朝·王籍）　　押尤韵	艅艎何泛泛，空水共悠悠。阴霞生远岫，阳景逐回流。蝉噪林逾静，鸟鸣山更幽。此地动归念，长年悲倦游①。
