诗（南北朝·元恭）　　押翰韵	朱门久可患，紫极非情玩。颠覆立可待，一年三易换。时运正如此，惟有修真观①。
联句诗（南北朝·元恭）	既逢尧舜君，愿上万年寿。平生好玄默，惭为万国首。圣主临万机，享世永无穷。岂唯被丰草，方亦及昆虫。朝贤既济济，野苗又芃芃。君臣体鱼水，书轨一华戎。微臣信庆渥，何以答华嵩（孝通○北史薛辩传附孝通传。《诗纪》百八）。
