江浦赋诗（南北朝·李谐）　　押庚韵	帝献二仪合，黄华千里清。边笳城上响，寒月浦中明①。
释奠诗（南北朝·李谐）　　押霰韵	沛泽南朝，峒山北面。帝曰师氏，陈牲委奠。神具醉止，薄言嘉宴①。
