王昭君（南北朝·施荣泰）　　押真韵	垂罗下椒阁，举袖拂胡尘。唧唧抚心叹，蛾眉误杀人①。
杂诗（南北朝·施荣泰）　　押职韵	赵女修丽姿，燕姬正容饰。妆成桃毁红，黛起草惭色。罗裙数十重，犹轻一蝉翼。不言縠袖轻，专叹风多力。锵佩玉池边，弄笑银台侧。折柳贻目成，采蒲赠心识。来时娇未尽，还去媚何极①。
