咏楠榴枕诗（南北朝·许瑶之）　　押先韵	端木生河侧，因病遂成妍。朝将云髻别，夜与蛾眉连①。
闺妇答邻人诗（南北朝·许瑶之）　　押月韵	昔如影与形，今如胡与越。不知行远近，忘却离年月①。
