大风（汉·刘邦）　　押阳韵	大风起兮云飞扬。威加海内兮归故乡。安得猛士兮守四方①。
鸿鹄（汉·刘邦）	鸿鹄高飞。一举千里。羽翼㠯就。横绝四海。横绝四海。又可奈何。虽有矰缴。尚云安所施①。
