兰亭诗二首 其二（魏晋·王彬之）　　押鱼韵	鲜葩映林薄，游鳞戏清渠。临川欣投钓，得意岂在鱼①。
兰亭诗二首 其一（魏晋·王彬之）　　押侵韵	丹崖竦立，葩藻映林。渌水扬波，载浮载沈①。
