女怨诗（魏晋·皇甫谧）	婚礼既定，婚礼临成。施衿结帨，三命丁宁①。
诗（魏晋·皇甫谧）　　押翰韵	□轮回路，骖服□半。驷车远驰，仆陈交乱。弃我旧庐，爰适他馆①。
