送桓竟陵诗（魏晋·卞裕）	翰城将孰寄，怀人应斯莅。饯行临高阜，怡衿睦景气①。
诗（魏晋·卞裕）　　押庚韵	余弟适东迈，眷恋钭乖情。离别信吾事，凄心相纚婴①。
