笏赞（魏晋·王升之）　　押阳韵	慎为德要，惟善用光。敬上尊贤，贵不踰常。用制斯器，备对遗忘。因事施礼，升降有章。
燕诗（魏晋·王升之）　　押阳韵	春风转节，万物增伤①。
