招隐诗（魏晋·闾丘冲）　　押侵韵	大道旷且夷，蹊路安足寻。经世有险易，隐显处存心。嗟哉岩岫士，归来从所钦①。
三月三日应诏诗二首（魏晋·闾丘冲）	暮春之月，春服既成。阳升土润，冰涣川盈。馀萌达壤，嘉木敷荣。后皇宣游，既宴且宁。光光华辇，诜诜从臣。微风扇秽，朝露翳尘。上荫丹幄，下藉文茵。临川挹盥，濯故洁新。俯镜清流，仰睇天津。蔼蔼华林，岩岩景阳。业业峻宇，奕奕飞梁。垂荫倒景，若沈若翔①。
