还紫云寺素扇且题诗其上（金·宋楫）　　七言绝句　押删韵	吴绫便面小团团，信手拈来亦厚颜。障尽驿尘三十里，却还明月紫云间。
庭槐（金·宋楫）　　七言绝句　押灰韵	庭槐先人手所植，再世清阴方满台。惭愧儿孙种桃李，花枝准拟当年开。
