望瀛台春望（金·边元勋）　　七言绝句　押齐韵	晴云如困柳如痴，丹杏开残碧草齐。一派望瀛台下水，煖风迟日浴凫鹥。
七夕（金·边元勋）　　七言绝句　押东韵	高楼人散酒樽空，漫拟新文送五穷。独倚南窗夜岑寂，一钩凉月下疏桐。
