九日（金·张著）　　七言绝句　押尤韵	雨沐天容霁欲流，好山誇翠出墙头。黄花憔悴东篱晚，一段陶家冷淡秋。
雨后（金·张著）　　七言绝句　押元韵	西风无意嫪纤云，埽尽千峰雨脚痕。一片秋光清似水，家家空翠满柴门。
