无题（近现代·吉鸿昌）　　五言绝句　押尤韵	渴饮美龄血，饥餐介石头。归来报命日，恢复我神州。
就义诗（近现代·吉鸿昌）　　押尤韵	恨不抗日死，留作今日羞。国破尚如此，我何惜此头。
