消夏词（近现代·窦镇）　　七言绝句　押尤韵	炎天何处足勾留，蕉影萧萧竹影修。莫笑义皇非我辈，北窗高卧意悠悠。
蝶恋花 宝界山怀王仲山先生（近现代·窦镇）	宝界山前云气紫，枨触怀思，超绝红尘里。父子联翩名进士。宦途才入便归里。世外桃源堪徙倚，林麓清幽，且住为佳尔。恍见先生随鹤起，隐居况味余同喜。
