重庆赴延安途中口占寄儿（近现代·任锐）　　七言绝句	儿父临刑曾大呼，我今就义亦从容。寄语天涯小儿女，莫将血恨付秋风。
送儿上前线（近现代·任锐）　　押阳韵	送儿上前线，气壮情亦怆。五龄父罹难，家贫缺衣粮。十四入行伍，母心常凄伤。烽火遍华夏，音信两渺茫。昔别儿尚幼，犹著童子装；今日儿归来，长成父模样。相见泪沾襟，往事安能忘？父志儿能继，辞母上前方。
