绝句三首（近现代·潘顺卿）　　七言绝句	夜来愁听杜鹃声，孤灯独对最伤神。痴心两地同相忆，千里相望梦不成。
一剪梅（近现代·潘顺卿）　　押尤韵	漓水东流。流到鸳江有意不。水上客情何似也，醒是閒愁。梦是离愁。他日妆楼。笑口开时恨始休。此日酒杯浇不得，绉是眉头。酸是心头。
