忆江南旧友（近现代·杨玉英）　　七言绝句　押真韵	饥躯着我苦吟身，鱼雁沉浮意欲尘。寄语故人休想忆，尚留微命作囚人。
浪淘沙（近现代·杨玉英）	羁押在天涯，心事如麻，晨昏抛尽恨更赊。党狱沉沉何处岸，歧路回车。自信意无邪，炎日云遮，俱焚玉石总可嗟。微志未酬身便死，如此年华。
