同刘侍郎咏笋（唐·徐光溥）　　七言绝句　押虞韵	迸出班犀数十株，更添幽景向蓬壶。出来似有凌云势，用作丹梯得也无。
题黄居寀秋山图（唐·徐光溥）	天与黄筌艺奇绝，笔精回感重瞳悦。运思潜通造化工，挥毫定得神仙诀。秋来奉诏写秋山，写在轻绡数幅间。高低向背无遗势，重峦叠嶂何孱颜。目想心存妙尤极，研巧覈能状不得。珍禽异兽皆自驯，奇花怪木非因植。崎岖石磴绝游踪，薄雾冥冥藏半峰。娑萝掩映迷仙洞，薜荔累垂缴古松。月槛参差锦绣跃，星坛斑驳翠苔封。傍岸牛羸行嚼草，过桥僧老坐嗜筇。屈原江上婵娟竹，陶潜篱下芳菲菊。良宵祗恐鹧鸪啼，晴波但见鸳鸯浴。暮烟羃羃锁村坞，一叶扁舟横野渡。飒飒白蘋欲起风，黯黯红蕉犹带雨。曲沼芙蓉香馥郁，长汀芦荻花{艹/糓}蓛。雁过孤峰帖远青，鹿傍小溪饮残绿。秋山秀兮秋江静，江光山色相辉映。雪迸飞泉溅钓矶，云分落叶拥樵径。张璪松石徒称奇，边鸾花鸟何足窥。白旻鹰逞凌风势，薛稷鹤誇警露姿。方原画山空巉岩，峭壁枯槎人见嫌。孙位画水多汹涌，惊湍怒涛人见恐。若教对此定妍媸，必定伏膺怀愧悚。再三展向冕旒侧，便是移山回涧力。大李小李灭声华，献之恺之无颜色。髣髴垂纶渭水滨，吾皇睹之思良臣。依稀荷锸傅岩野，吾皇睹之求贤者。从兹仄展复悬旌，宵衣旰食安天下。才当老人星应候，愿与南山俱献寿。微臣稽首贡长歌，丹青景化同天和。
