赋诗（唐·辛弘智）　　五言绝句　押庚韵	君为河边草，逢春心剩生。妾如台上镜，得照始分明。
杂曲歌辞 自君之出矣（唐·辛弘智）　　押微韵	自君之出矣，梁尘静不飞。思君如满月，夜夜减容晖。
