佳人照镜（唐·张文恭）　　五言绝句　押庚韵	倦采蘼芜叶，贪怜照胆明。两边俱拭泪，一处有啼声。
七夕（唐·张文恭）　　五言排律　押微韵	凤律惊秋气，龙梭静夜机。星桥百枝动，云路七香飞。映月回雕扇，凌霞（一作云）曳绮衣。含情向华幄（一作帐），流态入重闱。欢馀夕漏尽，怨结晓骖归。谁念分河汉，还忆两心违。
