暮春送人（唐·无闷）　　七言绝句　押齐韵	折柳亭边手重携，江烟澹澹草萋萋。杜鹃不解①离人意，更向落花枝上啼。
寒林石屏（唐·无闷）　　七言绝句　押删韵	草堂无物伴身闲，惟有屏风枕簟间。本向他山求得石，却于石上看他山。
