醉吟（唐·许碏）　　七言绝句　押阳韵	阆苑花前是醉乡，踏①翻王母九霞觞。群仙拍手嫌轻薄②，谪向人间作酒狂。
题南岳招仙观壁上（唐·许碏）	洪炉烹锻人性命，器用不同分皆定。妖精鬼魅斗神通，只自干邪不干正。黄口小儿初学行，唯知日月东西生。还为万灵威圣力，移月在南日在北。玉为玉兮石是石，蕴弃深泥终不易。邓通饿死严陵贫，帝王岂是无人力。丈夫未达莫相侵，攀龙附凤捐精神。
