戏张道人不饮酒（唐·颜荛）　　七言绝句　押灰韵	言自云山访我来，每闻奇秘觉叨陪。吾师不饮人间酒，应待流霞即举杯。
句（唐·颜荛）　　押先韵	爽籁尽成鸣凤曲，游人多是弄珠仙（见《方舆胜览》）。
