题所书黄庭经后（唐·景审）　　七言绝句　押歌韵	金粉为书重莫过，黄庭旧许右军多。请看今日酬恩德，何似当年为爱鹅。
句（唐·景审）　　押尤韵	暮鸦不噪禁城树，衙鼓未残兵卫秋（见张为《主客图》）。
