兖州留献李员外（唐·崔致远）　　七言绝句　押东韵	芙蓉零落秋池雨，杨柳萧疏晓岸风。神思只劳书卷上，年光任过酒杯中。
句（唐·崔致远）	画角声中朝暮浪，青山影里古今人①。烟低紫陌千行柳，日暮朱楼一曲歌（《长安柳》）。洛水波声新草树，嵩山云影旧楼台②。云布长天龙势逸，风高秋月雁行齐③。风递莺声喧座上，日移花影倒林中（《春日》）。芳园醉散花盈袖，幽径吟归月在帷④。极目远山烟外暮，伤心归棹月边迟⑤。
