善卷先生坛（唐·蔡昆）　　七言绝句　押萧韵	几到坛边登阁望，因思遗迹咏今朝。当时为有重华出，不是先生傲帝尧①。
句（唐·蔡昆）　　押删韵	飘飘随暮雨，飒飒落秋山①。
