冥会诗（唐·宫嫔）　　七言绝句　押真韵	争不逢人话此身，此身长夜不知春。自从国破家亡后，陇上惟添芳草新①。
冥会诗 其四（唐·宫嫔）　　押灰韵	恩情未足晓光催，数朵眠花未得开。却羡一双金扼臂，得随人世出将来①。
