东洛货丹（唐·许学士）　　七言绝句　押先韵	三千功满去升天，一住人间数百年。华表他时却归日，沧溟应恐变桑田。
天关回到世吟（唐·许学士）　　七言绝句　押歌韵	九霄云路奇哉险，曾把①冲身入太和。今日东归浑似梦，望崖回首隔天波。
