状江南 仲夏（唐·樊珣）　　五言绝句　押先韵	江南仲夏天，时雨下如川。卢橘垂金弹，甘蕉吐白莲。
忆长安 十月（唐·樊珣）　　押支韵	忆长安，十月时，华清士马相驰。万国来朝汉阙，五陵共猎秦祠。昼夜歌钟不歇，山河四塞京师。
