书红绡帕（唐·李节度姬）　　七言绝句　押东韵	囊裹真香谁见窃，鲛绡①滴泪染成红。殷勤遗下轻绡意，好与②情郎怀袖中。
会张生述怀（唐·李节度姬）　　七言绝句　押寒韵	门前画戟寻常设，堂上犀簪取次看。最是恼人情绪处，凤皇楼上月华寒。
