绝句（唐·张翚）　　五言绝句　押微韵	茫茫烟水上，日暮阴云飞。孤坐正愁绪，湖南谁捣衣。
游（一作题）栖霞寺（唐·张翚）　　押霰韵	跻险入幽林，翠微含竹殿。泉声无休歇，山色时隐见。潮来杂风雨，梅落成霜霰。一从方外游，顿觉尘心变。
