嘲庐山道士（唐·陈沆）　　七言绝句　押蒸韵	啖肉先生欲上升，黄云踏破紫云崩。龙腰鹤背无多力，传与麻姑借大鹏。
句（唐·陈沆）	罢却儿女戏，放他花木生（《寒食》）。扫地云黏帚，耕山鸟怕牛（《闲居》）。点入旱云千国仰，力浮尘世一毫轻（《题水》）。
