见美人闻琴不听（唐·李播）　　五言绝句　押文韵	洛浦风流雪，阳台朝暮云。闻琴不肯听，似妒卓文君。
见志（唐·李播）　　七言绝句　押先韵	去岁买琴不与价，今年沽酒未还钱。门前债主雁行立，屋里醉人鱼贯眠。
