巴州寒食晚眺（唐·张祎）　　七言绝句　押真韵	东望青天周与秦，杏花榆叶故园春。野寺一倾寒食酒，晚来风景重愁人。
题击瓯楼（唐·张祎）　　七言绝句　押覃韵	驻旌元师遗风在，击缶高人逸兴酣。水转巴文清溜急，山连蒙岫翠光涵。
