掌上莲峰赋附歌（唐·吕令问）　　押冬韵	苔至滑兮石无踪，道不可得，仙不可逢。傥赐一丸生羽翼，愿轻举于三峰。
驾幸天安宫赋附邑老田父歌（唐·吕令问）	岁既稔而时清，我后来兮应天行。东都士庶扶轮送，西土诸侯扫地迎。君之德兮德无有，路旁劳赉皆牛酒。乘舆一至长安城，千秋万岁南山寿。
